x_m,radius_m
0.03232148579778765,0.035159099551841495
0.03304564249384315,0.03539391725696389
0.03377318119423936,0.035624844623978524
0.03450410189897629,0.035851881652885394
0.03523840460805394,0.03607502834368449
0.03597608932147232,0.03629428469637583
0.03671715603923141,0.0365096507109594
0.037461604761331216,0.0367211263874352
0.038209435487771753,0.03692871172580324
0.038960648218552996,0.03713240672606351
0.039715242953674956,0.03733221138821602
0.04047321969313765,0.03752812571226076
0.041234578436941054,0.03772014969819774
0.041999319185085184,0.037908283346026944
0.042767441937570025,0.03809252665574839
0.04353894669439559,0.03827287962736207
0.04431383345556188,0.038449342260867984
0.04509210222106888,0.03862191455626613
0.0458737529909166,0.038790596513556506
0.04665878576510505,0.038955388132739126
0.04744720054363421,0.039116289413813975
0.04823899732650409,0.03927330035678107
0.04903417611371469,0.03942642096164038
0.04983273690526601,0.03957565122839194
0.05063467970115805,0.03972099115703572
0.05144000450139081,0.03986244074757174
0.052248711305964285,0.04
